"year","gear_type","tonnes","landed_value"
2001,"longline",6150.303988946,17201481.9986005
2001,"mixed gear",4537.2451306331,1061218.52875917
2001,"other",41108.5813651616,176262549.727076
2001,"other nets",23.6791758582,221021.326543161
2001,"pelagic trawl",100165.669069102,14202320.2212407
2001,"pole and line",15029.6949449089,80979697.7722888
2001,"pots or traps",114702.388200908,659237186.421171
2001,"purse seine",311822.112320506,43037559.3051257
2001,"shrimp trawl",63344.8123725191,67447740.0077665
2001,"unknown by source",33.2711679971,134508.750699602
2001,"unknown class",157384.742924465,441554724.739143
2002,"artisanal fishing gear",54.4512685448,987293.385432545
2002,"bagnets",514.3772838002,2014008.01824883
2002,"bottom trawl",184024.448021666,449690531.850982
2002,"cast nets",1677.5523217205,3376014.34543762
2002,"dredge",861900.369198414,3840026418.93618
2002,"gillnet",42873.7221655954,69267135.8812465
2002,"hand lines",9533.8179566388,48095676.7602058
2002,"hand or tools",35378.2368501371,233812162.674686
2002,"harpoon",189.4925647124,1652318.71954012
2002,"lines",4460.9605511644,14648353.047703
2002,"longline",5856.7929616928,15602893.2102456
2002,"mixed gear",4845.3527287419,2356232.34048868
2002,"other",45057.4173733011,172397347.317677
2002,"other nets",28.952945745,310060.757275987
2002,"pelagic trawl",75752.1081184332,15031067.8690354
2002,"pole and line",14118.4464526911,74072630.4550434
2002,"pots or traps",121761.550423896,888495690.37521
2002,"purse seine",251232.540959628,33389464.6498093
2002,"shrimp trawl",74249.9759086222,52594593.8369922
2002,"small scale lines",19.97619168,16262.7880196316
2002,"unknown by source",67.0130345913,154027.252096914
2002,"unknown class",156173.678547218,384385575.923683
2003,"artisanal fishing gear",82.4386457489,1192097.44176059
2003,"bagnets",362.3629389172,991250.325040342
2003,"bottom trawl",177879.156665312,422012257.206773
2003,"cast nets",2342.0769469665,4345019.90954983
2003,"dredge",895264.539474009,3600931986.00134
2003,"gillnet",45555.490133286,73225149.4320944
2003,"hand lines",8687.1960369241,42196390.548073
2003,"hand or tools",29500.0892279464,133832730.263522
2003,"harpoon",194.9421855848,1706553.97042364
2003,"lines",4566.2484588496,15094497.6953882
2003,"longline",5072.7681292727,13558090.9031737
2003,"mixed gear",4131.3566742624,718972.020742226
2003,"other",47038.2763272632,128660994.991987
2003,"other nets",43.7697082179,532725.121580144
2003,"pelagic trawl",123868.719256817,23616231.8190428
2003,"pole and line",5863.812014379,34070270.6096492
2003,"pots or traps",110476.647513535,665500462.535342
2003,"purse seine",244481.404710998,29924842.1638806
2003,"shrimp trawl",67555.4461622518,52018259.736759
2003,"unknown by source",17.4558514574,40255.9795031667
2003,"unknown class",169809.653649474,526929531.57781
2004,"artisanal fishing gear",39.0148221576,678904.763668363
2004,"bagnets",388.5274284046,1054238.92354563
2004,"bottom trawl",283272.69856883,583050835.652269
2004,"cast nets",2158.6226980985,4375134.58963811
2004,"dredge",911490.283744756,5290593750.08397
2004,"gillnet",48316.8515944404,72464284.9924106
2004,"hand lines",7684.3893355152,33802806.9220997
2004,"hand or tools",27478.8771654269,209888710.231508
2004,"harpoon",176.4008568081,1478425.56117926
2004,"lines",8554.2434748601,20536817.0898989
2004,"longline",4319.8773492683,17727635.9966109
2004,"mixed gear",5413.2710584193,742244.22908519
2004,"other",70011.6423213111,396373199.846281
2004,"other nets",120.3186735682,383977.05281018
2004,"pelagic trawl",104557.13642933,27107155.95076
2004,"pole and line",6249.8225079626,36254128.7698193
2004,"pots or traps",119914.758439292,754118798.101903
2004,"purse seine",251504.877497127,38722671.885482
2004,"shrimp trawl",68831.5485997365,74881737.2943123
2004,"small scale lines",123.5584608,129244.749172582
2004,"trammel nets",0.4034574841,968.10461609921
2004,"unknown by source",20.6686490738,65264.9248666007
2004,"unknown class",159819.181212765,429660663.482776
2005,"artisanal fishing gear",29.5649472208,428880.008068281
2005,"bagnets",340.2761859821,881637.297449113
2005,"bottom trawl",154617.503180388,457865892.840003
2005,"cast nets",1849.546379129,3752174.74176715
2005,"dredge",797560.559406729,5492385124.82696
2005,"gillnet",41432.1033715583,110107816.162128
2005,"hand lines",18966.855976501,130616247.639576
2005,"hand or tools",33068.4129680843,358726445.931763
2005,"harpoon",211.0299649837,1205868.06760327
2005,"lines",8107.9774743771,19831947.0775506
2005,"longline",15268.9499341001,142430130.486551
2005,"mixed gear",4395.2151626191,760630.329113101
2005,"other",62424.3612953891,447863673.299879
2005,"other nets",1087.8045996549,1134687.98460366
2005,"pelagic trawl",118401.392868286,52316457.7528894
2005,"pole and line",6062.5044360269,30057269.2547182
2005,"pots or traps",123391.893922781,825752558.258176
2005,"purse seine",221451.542600947,41402474.9338659
2005,"shrimp trawl",46323.3942847458,36690288.2659907
2005,"small scale lines",261.8133024,310705.006797348
2005,"unknown by source",21.8934770257,68504.047752181
2005,"unknown class",151961.837427578,506554880.799467
2006,"artisanal fishing gear",125.0933079106,1372627.97962342
2006,"bagnets",220.8182413153,560378.851904592
2006,"bottom trawl",115148.897832456,412860212.508492
2006,"cast nets",2085.0002616468,4091814.58502851
2006,"dredge",789988.614458418,4340302089.57886
2006,"gillnet",37620.905072153,104587648.255812
2006,"hand lines",10472.7292091182,68350253.8377761
2006,"hand or tools",39647.6285277802,311890327.856727
2006,"harpoon",172.671157343,1114315.77988701
2006,"lines",21945.6305147911,40455126.194466
2006,"longline",3878.5762972206,12234303.6656321
2006,"mixed gear",4962.3907136461,306634.448611143
2006,"other",146561.994534213,1208892169.06062
2006,"other nets",2633.8755275899,1156174.40291783
2006,"pelagic trawl",135384.046821855,122494109.86665
2006,"pole and line",6369.963462277,42632334.5128401
2006,"pots or traps",118022.646298732,783435848.794038
2006,"purse seine",218799.758099023,76335863.145649
2006,"shrimp trawl",59189.2289363954,45052302.8963831
2006,"small scale lines",476.1808816,669063.58091191
2006,"unknown by source",621.4120347687,1014325.41544797
2006,"unknown class",153197.617173153,504913148.874315
2007,"artisanal fishing gear",147.4067818058,1598892.05433269
2007,"bagnets",641.3573167817,4760873.08297286
2007,"bottom trawl",82096.9621921454,272372565.971418
2007,"cast nets",1942.5449714731,3762566.69292179
2007,"dredge",748851.526941211,3950101236.68581
2007,"gillnet",43480.2407308544,96249313.8676202
2007,"hand lines",22714.7296852389,87795458.8349102
2007,"hand or tools",33039.3251698669,298317634.349478
2007,"harpoon",158.3096779566,837985.528744822
2007,"lines",5236.0911806476,17536862.635431
2007,"longline",3350.2037127358,14694953.7778045
2007,"mixed gear",5598.9622572243,619336.269635018
2007,"other",173824.216373978,1585840949.08109
2007,"other nets",3806.380786879,5061030.30781362
2007,"pelagic trawl",71107.8707347184,33020338.9398589
2007,"pole and line",6417.3720389124,39646395.8164898
2007,"pots or traps",116294.750661583,687370944.027235
2007,"purse seine",490285.312793366,354652611.153464
2007,"shrimp trawl",62693.775629684,71934734.6269136
2007,"small scale lines",412.17451448,514338.797625573
2007,"trammel nets",6.5949782039,29323.6554077448
2007,"unknown by source",596.0374533842,1217668.59837431
2007,"unknown class",150428.2144997,499815579.9853
2008,"artisanal fishing gear",141.3267021373,1254201.92583054
2008,"bagnets",1482.6432879499,11671228.8141108
2008,"bottom trawl",84182.7653949883,314647412.333676
2008,"cast nets",1758.3604160194,3145875.65391738
2008,"dredge",690742.425389003,3963123533.06146
2008,"gillnet",42291.6886203587,93067375.037315
2008,"hand lines",14074.1336869171,59486612.0225154
2008,"hand or tools",33779.1989377343,312834823.283153
2008,"harpoon",158.0302547194,1279656.26690935
2008,"lines",6550.758987808,21067939.2943506
2008,"longline",4061.9011102006,17197313.5110754
2008,"mixed gear",4854.1479880849,699298.441601299
2008,"other",162478.926876954,1565553721.19283
2008,"other nets",4020.367343937,3701851.77539685
2008,"pelagic trawl",80298.214207265,37055415.5100641
2008,"pole and line",4495.0968642665,30025217.2526501
2008,"pots or traps",124956.060183306,640097818.095299
2008,"purse seine",234569.53204365,53849767.6116262
2008,"shrimp trawl",65870.3436340323,79654878.8490767
2008,"small scale lines",141.98336784,208294.301264639
2008,"trammel nets",0.022502363,93.809623494958
2008,"unknown by source",372.5713414643,716530.896280554
2008,"unknown class",149946.869997162,492648219.426067
2009,"artisanal fishing gear",113.3336233573,1411878.27110475
2009,"bagnets",1598.4125030932,13277365.8441471
2009,"bottom trawl",96758.1985445583,303026860.873093
2009,"cast nets",1821.1798848628,3451590.42342855
2009,"dredge",675257.163375679,3776250068.76583
2009,"gillnet",43488.0892435941,95046201.2315681
2009,"hand lines",13655.9865208711,51732570.7920544
2009,"hand or tools",32990.9700536386,281036484.308169
2009,"harpoon",175.3538259138,1717536.81764262
2009,"lines",7953.357797927,22441727.4104237
2009,"longline",4143.8638202859,17661324.0464004
2009,"mixed gear",5277.7062738536,423619.805704101
2009,"other",173611.989129077,1727234936.4002
2009,"other nets",2633.403414577,3240263.30333667
2009,"pelagic trawl",95435.898610332,55486469.0148067
2009,"pole and line",4767.7349969179,32042077.2331448
2009,"pots or traps",129306.922544402,609834068.529649
2009,"purse seine",222430.739615792,49567320.5349979
2009,"shrimp trawl",54075.1327418534,53817078.5191164
2009,"small scale lines",275.9426932,375837.37645042
2009,"unknown by source",503.720949312,930236.136564594
2009,"unknown class",159729.436766787,495565963.599029
2010,"artisanal fishing gear",82.7763424919,985511.361801222
2010,"bagnets",2082.4225863037,20746195.2136942
2010,"bottom trawl",135872.275022546,171494328.487878
2010,"cast nets",2323.436172342,7106796.35272693
2010,"dredge",683871.904593323,1400660536.91619
2010,"gillnet",41184.8875830757,86571408.1276642
2010,"hand lines",10167.1224866012,46002592.6333973
2010,"hand or tools",29898.5191243819,315588904.94975
2010,"harpoon",154.3692150153,1124515.01723516
2010,"lines",10881.2546303201,28650163.1136967
2010,"longline",4340.0597704694,20943277.7002768
2010,"mixed gear",2983.2869378032,484213.588081173
2010,"other",184329.998758855,739639428.251139
2010,"other nets",236.0915600013,850930.953904422
2010,"pelagic trawl",83372.3691513185,23543724.3094688
2010,"pole and line",19124.9890793012,89016136.6653013
2010,"pots or traps",161406.430768386,800142291.58101
2010,"purse seine",257716.265021706,67120533.831086
2010,"shrimp trawl",67953.6348628337,112026917.869779
2010,"small scale lines",162.44036704,255610.714786196
2010,"trammel nets",26.333535553,7752.88844467633
2010,"unknown by source",447.2845418835,1521298.56885401
2010,"unknown class",165019.876447388,532854697.982509
2011,"artisanal fishing gear",125.1963678682,1468333.64291856
2011,"bagnets",3331.9096541286,9730220.30167807
2011,"bottom trawl",190413.901627513,187836928.382534
2011,"cast nets",2254.7960432233,3592287.08068407
2011,"dredge",661912.137579025,2464571384.81098
2011,"gillnet",43064.5538471974,88354995.3022625
2011,"hand lines",9330.2463980324,37977577.8587569
2011,"hand or tools",28776.2111166569,77537596.3817306
2011,"harpoon",215.6266372254,1674161.8789456
2011,"lines",10224.5962272799,19025898.1864428
2011,"longline",4745.895120832,17701382.0252679
2011,"mixed gear",10422.9038799251,275556.706994
2011,"other",188497.58666356,415720648.942699
2011,"other nets",88.5967059801,299206.152241018
2011,"pelagic trawl",55810.8328538672,16689466.7748068
2011,"pole and line",22490.9636847183,90281980.5459392
2011,"pots or traps",158966.307736817,593171750.187078
2011,"purse seine",261018.136556498,78019122.604654
2011,"shrimp trawl",68938.0765673536,55680426.5568077
2011,"small scale lines",432.1144188,1169680.10238521
2011,"trammel nets",0.0042267361,9.01341279339905
2011,"unknown by source",555.9410959056,906028.537434576
2011,"unknown class",151954.364042997,432276512.878583
2012,"artisanal fishing gear",73.1595176573,985261.205994772
2012,"bagnets",5959.9364688748,15153389.3200967
2012,"bottom trawl",131540.090397753,161869590.671237
2012,"cast nets",1682.8247949169,2774017.92432691
2012,"dredge",642814.659355952,3158714989.94976
2012,"gillnet",38232.921167822,80047704.126648
2012,"hand lines",9642.5170439313,42911361.3057202
2012,"hand or tools",31203.2791179844,69374317.3239482
2012,"harpoon",221.8655300733,1598763.55707357
2012,"lines",9345.1465998078,20968701.8137859
2012,"longline",6069.4267418562,22971542.4301738
2012,"mixed gear",10869.6685954269,227.558989840122
2012,"other",203231.120739336,449260989.657998
2012,"other nets",284.4058239188,837056.329143842
2012,"pelagic trawl",61691.6715306556,19846573.6151091
2012,"pole and line",24168.7960795547,101830520.788592
2012,"pots or traps",170768.914709937,614903523.110709
2012,"purse seine",252084.850194746,48628324.7487987
2012,"shrimp trawl",66959.6410752177,46111545.2647339
2012,"small scale lines",413.73033504,1118863.73351275
2012,"trammel nets",0.0493456949,39.3078131013074
2012,"unknown by source",524.4498546287,1019727.67493442
2012,"unknown class",151968.67777083,470034852.947714
2013,"artisanal fishing gear",124.7381719335,1155608.95103012
2013,"bagnets",8234.2778598105,21804511.1049871
2013,"bottom trawl",91494.5394163607,152665041.506183
2013,"cast nets",1495.0995369276,2895248.87630564
2013,"dredge",611407.231088915,2878356461.36101
2013,"gillnet",31857.1605923236,66772295.4388106
2013,"hand lines",7484.668731254,32902710.5054915
2013,"hand or tools",46460.4209330734,110590361.556969
2013,"harpoon",201.720377184,1212744.09632326
2013,"lines",5144.9108548518,15350891.5556205
2013,"longline",3164.1260861132,14340889.635139
2013,"mixed gear",6319.9146362002,4268.39498265714
2013,"other",169631.484180522,424814657.595711
2013,"other nets",90.6434743019,1074119.19709521
2013,"pelagic trawl",58956.1978102268,19838448.6817573
2013,"pole and line",4732.9352433211,21088118.6711055
2013,"pots or traps",149160.082359029,649556202.380547
2013,"purse seine",195468.446476657,62761640.7929784
2013,"shrimp trawl",41057.8956132638,38452469.2550073
2013,"small scale lines",297.1118318399,875665.305655241
2013,"unknown by source",64.6891244327,145126.178644573
2013,"unknown class",170115.482495969,603897619.079594
2014,"artisanal fishing gear",71.1604665429,575635.350180192
2014,"bagnets",9509.5387762921,33303059.1925848
2014,"bottom trawl",113055.977035976,176435581.387244
2014,"cast nets",1545.1296067031,2643052.15039201
2014,"dredge",473305.578475152,3262428253.29967
2014,"gillnet",38201.9637867412,70685793.4049833
2014,"hand lines",6017.7143712374,27640050.947573
2014,"hand or tools",39171.10985343,133167261.235471
2014,"harpoon",287.3844509403,1945452.24244338
2014,"lines",8170.0705263542,27134657.8166912
2014,"longline",3853.751073847,16192972.0608341
2014,"mixed gear",7935.83821141,0
2014,"other",174473.271660503,515819624.754968
2014,"other nets",21.4241666089,291520.810952503
2014,"pelagic trawl",56079.5609906143,17716566.6262396
2014,"pole and line",4784.0882513651,21275767.2198036
2014,"pots or traps",147946.505583791,797569090.130089
2014,"purse seine",223181.20280092,57517301.9707067
2014,"shrimp trawl",42263.9324230149,26065096.2645993
2014,"small scale lines",173.51708368,508851.256601458
2014,"trammel nets",0.0282697011,38.5419120634574
2014,"unknown by source",12.5871461047,48733.4649078189
2014,"unknown class",166639.875634807,605101936.818548
2015,"artisanal fishing gear",125.9949250169,1081505.24273465
2015,"bagnets",124.2436718522,254061.307815612
2015,"bottom trawl",90909.1692698947,162297143.343326
2015,"cast nets",1652.3789445434,2913983.09158979
2015,"dredge",490502.74258326,2741341579.1266
2015,"gillnet",63038.1438101435,111494173.583638
2015,"hand lines",9704.0535991037,37745513.1379745
2015,"hand or tools",36004.1543622497,69061801.6075884
2015,"harpoon",304.6778686149,2125021.57513097
2015,"lines",9122.3165836137,32275339.0776419
2015,"longline",1033.8596406238,4089033.72095978
2015,"mixed gear",5260.640675699,816.348903367676
2015,"other",179343.791833929,470807163.836032
2015,"other nets",348.8751664869,805478.99549588
2015,"pelagic trawl",54844.8943001798,19061526.2906565
2015,"pole and line",6608.1217366367,33457616.633534
2015,"pots or traps",155800.753531489,882201027.638459
2015,"purse seine",247951.696776973,293158724.370884
2015,"shrimp trawl",106332.162000083,28463809.4478238
2015,"small scale lines",32.1324572799,100602.631263726
2015,"unknown by source",25.858269616,126111.361973021
2015,"unknown class",163974.716992814,563817876.142306
2016,"artisanal fishing gear",49.7190285841,479431.389374477
2016,"bagnets",0.021869014,35.5334699318946
2016,"bottom trawl",79280.6860252941,194682716.584029
2016,"cast nets",2000.2806951931,3369033.18387235
2016,"dredge",510673.927137673,3760672547.13202
2016,"gillnet",29505.1790041799,63440376.0750803
2016,"hand lines",11320.8509174852,50218725.2372852
2016,"hand or tools",80294.450075235,136582683.308745
2016,"harpoon",296.9757830417,2383461.2485724
2016,"lines",9835.2303864059,31880528.6867852
2016,"longline",865.950868689,3917417.20985024
2016,"mixed gear",10594.7266395,0
2016,"other",192092.748896243,574947705.643747
2016,"other nets",278.7959130423,586685.147262839
2016,"pelagic trawl",31635.2236174431,13749779.7844416
2016,"pole and line",6388.0110935502,35037222.7545136
2016,"pots or traps",159280.511257362,925207241.330766
2016,"purse seine",229041.390144103,468155852.833873
2016,"shrimp trawl",83006.7352746867,48003162.9158475
2016,"trammel nets",39.628703799,98945.4818803112
2016,"unknown by source",20.5656295673,117611.520758826
2016,"unknown class",150310.37178777,620430820.861043
2017,"artisanal fishing gear",128.7988878033,1082460.76146058
2017,"bagnets",2834.7328888737,3342840.17671461
2017,"bottom trawl",90875.8303305858,134395833.023707
2017,"cast nets",1938.1116980588,3863906.55506193
2017,"dredge",128241.310184048,946223518.300562
2017,"gillnet",57835.8438844407,84489678.0023213
2017,"hand lines",10451.1444348519,49210588.2281141
2017,"hand or tools",10112.5830772355,58058713.5953935
2017,"harpoon",496.4171250314,3089621.91248685
2017,"lines",14442.6685515672,33161201.9024225
2017,"longline",3201.1164410177,13472045.6808722
2017,"mixed gear",8935.9962360001,671.162265832198
2017,"other",121632.935885775,266931939.015468
2017,"other nets",277.7467752035,459304.64106049
2017,"pelagic trawl",21794.5083844524,8267898.63870645
2017,"pole and line",7132.020834345,34164029.6111654
2017,"pots or traps",196825.783047885,807491626.774012
2017,"purse seine",124947.158646116,94566272.2275808
2017,"shrimp trawl",52719.9098872486,194135592.013419
2017,"trammel nets",6.4861581066,9924.4014332835
2017,"unknown by source",42.7934330138,227425.140102275
2017,"unknown class",152249.760346811,613918679.973486
2018,"artisanal fishing gear",35.08358788,199949.732889425
2018,"bagnets",3076.9703469053,5877298.13987607
2018,"bottom trawl",100733.486534835,196114055.117516
2018,"cast nets",1846.6953810765,3944772.77345893
2018,"dredge",121342.477621295,181822119.180491
2018,"gillnet",58952.9225514635,93744322.6243887
2018,"hand lines",9249.2155593595,29811891.5862124
2018,"hand or tools",9660.3032285925,21246547.3428963
2018,"harpoon",454.0457544115,2601036.49659121
2018,"lines",12056.7841478814,20351656.2565985
2018,"longline",2560.1998325002,6545762.65237719
2018,"mixed gear",9744.9745664012,682.91137436842
2018,"other",122321.577902098,233883920.890835
2018,"other nets",303.9040524462,827599.288176457
2018,"pelagic trawl",18918.3170173523,7521587.19531812
2018,"pole and line",5922.6344874441,18950101.8255084
2018,"pots or traps",206809.757691678,310748885.107781
2018,"purse seine",115568.444564818,85964090.2988076
2018,"shrimp trawl",48709.8356039815,158438859.3768
2018,"small scale lines",21.4055306534,71812.8163002939
2018,"trammel nets",6.2148036022,11981.2032604661
2018,"unknown by source",18.7303708069,43656.4566584317
2018,"unknown class",113780.358285684,222572717.138646
2019,"artisanal fishing gear",63.5069170996,383831.102197865
2019,"bagnets",3249.7869861805,6439763.28339753
2019,"bottom trawl",88899.2034124855,116336649.125962
2019,"cast nets",1794.7816222608,2841920.50980926
2019,"dredge",121595.747163477,204137573.444571
2019,"gillnet",69393.7504459312,100948203.035755
2019,"hand lines",14242.6366746996,37193527.6752191
2019,"hand or tools",10746.4224580062,26832913.4926052
2019,"harpoon",443.7746732905,2646194.45154086
2019,"lines",8470.9425452854,14453287.1408033
2019,"longline",2897.1264168795,8179933.06107223
2019,"mixed gear",10091.7367588909,49.0239968977062
2019,"other",131239.816520317,234374126.170077
2019,"other nets",321.4430607541,711043.354418049
2019,"pelagic trawl",7384.5533801639,4079203.84769544
2019,"pole and line",7285.4687559511,19874905.0776452
2019,"pots or traps",220584.506763858,333026969.025153
2019,"purse seine",137955.976619308,111672075.22067
2019,"shrimp trawl",48503.6871642524,120530464.760703
2019,"small scale lines",0.0586329326,196.758886604519
2019,"trammel nets",5.8825058647,11757.167067892
2019,"unknown by source",48.1350686742,64966.4007179564
2019,"unknown class",117777.142961413,250998227.255093
